Date,Open,High,Low,Close,Adj Close,Volume
2024-03-18,172.839996,173.009995,171.210007,173.009995,172.068924,198800
2024-03-19,172.020004,173.380005,169.500000,169.850006,168.926117,154300
2024-03-20,169.050003,177.740005,169.050003,177.490005,176.524567,203400
2024-03-21,177.929993,179.529999,176.050003,177.669998,176.703583,180100
2024-03-22,177.389999,177.389999,173.119995,173.720001,172.775070,182000
2024-03-25,172.919998,174.279999,170.410004,170.490005,169.562637,190100
2024-03-26,171.259995,172.509995,168.979996,169.500000,168.578018,227000
2024-03-27,170.759995,171.000000,166.869995,168.050003,167.135910,377800
2024-03-28,169.000000,171.070007,168.029999,169.429993,168.508392,350100
2024-04-01,169.250000,169.250000,166.369995,168.270004,167.354721,282800
2024-04-02,167.070007,171.089996,165.470001,170.000000,169.075302,377500
2024-04-03,169.309998,172.100006,168.669998,170.000000,169.075302,273900
2024-04-04,170.880005,174.720001,168.589996,170.619995,169.691925,415700
2024-04-05,170.690002,172.929993,170.100006,172.919998,171.979416,194100
2024-04-08,173.529999,174.360001,172.539993,174.070007,173.123169,200300
2024-04-09,175.080002,175.259995,170.539993,171.179993,170.248871,203600
2024-04-10,167.770004,171.320007,167.380005,168.300003,167.384552,301500
2024-04-11,169.220001,170.160004,167.259995,169.770004,168.846558,298300
2024-04-12,168.210007,168.679993,164.610001,165.110001,164.211899,466200
2024-04-15,166.639999,167.089996,159.889999,160.330002,159.457901,290000
2024-04-16,159.850006,160.630005,158.350006,159.639999,158.771652,153700
2024-04-17,160.509995,162.380005,159.399994,160.990005,160.114319,244800
2024-04-18,161.509995,162.350006,159.910004,161.880005,160.999481,193200
2024-04-19,162.750000,165.119995,162.750000,165.020004,164.122391,190200
2024-04-22,165.729996,167.710007,164.160004,167.240005,166.330322,134800
2024-04-23,167.770004,170.500000,167.619995,168.839996,167.921600,199100
2024-04-24,167.960007,169.710007,166.630005,168.220001,167.304993,392900
2024-04-25,167.020004,168.839996,166.690002,167.750000,166.837540,183300
2024-04-26,170.960007,170.960007,166.039993,167.059998,166.151291,390200
2024-04-29,167.100006,168.800003,165.589996,167.990005,167.076248,175800
2024-04-30,167.520004,167.960007,165.419998,165.610001,164.709183,291200
2024-05-01,166.479996,167.000000,163.800003,164.789993,163.893631,71700
2024-05-02,166.259995,167.789993,164.720001,164.720001,163.824020,199500
2024-05-03,165.869995,169.869995,165.660004,168.639999,167.722702,212900
2024-05-06,169.940002,170.720001,168.289993,169.740005,168.816727,120300
2024-05-07,169.929993,171.009995,168.500000,169.779999,168.856491,365200
2024-05-08,169.220001,176.169998,168.559998,176.160004,175.201797,189200
2024-05-09,174.539993,176.259995,171.910004,176.000000,175.042664,349800
2024-05-10,180.210007,180.210007,172.000000,174.919998,173.968536,712200
2024-05-13,174.600006,175.710007,169.830002,170.360001,169.433350,335800
2024-05-14,170.500000,171.630005,169.360001,170.210007,169.284164,162500
2024-05-15,171.880005,174.250000,170.600006,173.559998,172.615936,185400
2024-05-16,173.979996,174.259995,172.000000,172.630005,171.690994,160000
2024-05-17,163.470001,164.850006,162.740005,164.000000,164.000000,214300
2024-05-20,163.449997,164.520004,162.660004,164.119995,164.119995,130900
2024-05-21,163.389999,165.820007,162.440002,165.669998,165.669998,223600
2024-05-22,164.190002,165.360001,162.699997,163.289993,163.289993,332700
2024-05-23,163.309998,166.550003,162.300003,163.130005,163.130005,301400
2024-05-24,163.600006,165.740005,162.850006,165.130005,165.130005,107600
2024-05-28,165.309998,167.240005,164.320007,166.259995,166.259995,152800
2024-05-29,164.029999,166.199997,160.300003,164.339996,164.339996,248400
2024-05-30,165.000000,165.000000,161.710007,163.460007,163.460007,251400
2024-05-31,163.169998,165.509995,163.020004,165.320007,165.320007,430100
2024-06-03,166.539993,166.679993,162.860001,165.130005,165.130005,198800
2024-06-04,163.259995,164.339996,163.029999,163.080002,163.080002,25150
