Date,Open,High,Low,Close,Adj Close,Volume
2024-04-24,5.750000,5.800000,5.750000,5.800000,5.800000,81780
2024-04-25,5.810000,5.810000,5.810000,5.810000,5.810000,3399
2024-04-26,5.850000,5.930000,5.850000,5.930000,5.930000,100514
2024-04-29,5.990000,6.000000,5.990000,6.000000,6.000000,17469
2024-04-30,6.050000,6.050000,6.040000,6.040000,6.040000,11353
2024-05-02,6.100000,6.150000,6.100000,6.150000,6.150000,22200
2024-05-03,6.100000,6.200000,6.100000,6.200000,6.200000,1011591
2024-05-06,6.200000,6.250000,6.200000,6.250000,6.250000,411731
2024-05-07,6.200000,6.500000,6.200000,6.500000,6.500000,4536369
2024-05-08,6.400000,6.500000,6.400000,6.500000,6.500000,48779
2024-05-09,6.400000,6.650000,6.400000,6.650000,6.650000,4399107
2024-05-10,6.500000,6.550000,6.500000,6.550000,6.550000,58420
2024-05-13,6.550000,6.600000,6.550000,6.600000,6.600000,55103
2024-05-14,6.600000,6.600000,6.550000,6.550000,6.550000,49522
2024-05-15,6.580000,6.580000,6.550000,6.550000,6.550000,150468
2024-05-16,6.550000,6.550000,6.550000,6.550000,6.550000,167573
2024-05-17,6.600000,6.600000,6.500000,6.500000,6.500000,123879
2024-05-20,6.450000,6.600000,6.450000,6.600000,6.600000,41152
2024-05-21,6.600000,6.600000,6.580000,6.580000,6.580000,99887
2024-05-22,6.510000,6.900000,6.510000,6.900000,6.900000,40011352
2024-05-23,6.700000,6.700000,6.550000,6.550000,6.550000,15086
2024-05-24,6.560000,6.560000,6.550000,6.550000,6.550000,8778
2024-05-28,6.640000,6.640000,6.500000,6.500000,6.500000,11168390
2024-05-29,6.490000,6.490000,6.300000,6.300000,6.300000,30614
2024-05-30,6.250000,6.250000,6.200000,6.200000,6.200000,43387
2024-05-31,6.200000,6.200000,6.200000,6.200000,6.200000,167367
2024-06-03,6.200000,6.200000,6.200000,6.200000,6.200000,12564
